business_id,name,address,latitude,longitude,stars,review_count,categories,price_range,checkin_count
_T0cPZE2ZJOTTlYYKMP64Q,Brown Sugar Bakery & Cafe,219 S 52nd St,39.9563959,-75.2253784,4.5,66,"Cupcakes, Caribbean, Restaurants, Trinidadian, Food, Bakeries, Cafes",1,85
VbItL6RDULtnw4YvB6EhVg,Jon's Bar & Grille,300 South St,39.9412993,-75.1477446,3.0,178,"Tex-Mex, Restaurants, American (Traditional), Nightlife, Bars",2,500
e8pMCk4bE0U4qk7z59Lxkg,Federal Donuts,2101 Pennsylvania Ave,39.963042,-75.1741858944,4.5,11,"Sandwiches, Chicken Wings, Restaurants, Donuts, Food",,14
V-96iACFgPmVjjKACGxd7Q,Fusion Pizza & Grill,"1900 Grant Ave, Ste M-N",40.0839955,-75.0354963,2.5,6,"Ethnic Food, Specialty Food, Restaurants, Food, Pizza",,1
0CEUpFtaKhxbmrbSdP9MUQ,Acadia,824 S 8th St,39.9389483,-75.1564078,4.0,79,"Restaurants, Cajun/Creole, Southern, Nightlife, Cocktail Bars, Breakfast & Brunch, Seafood, Bars",2,52
GVqXNt0HKJLpciN9ePxnWw,Crown Fried Chicken,1128 S Broad St,39.9368911,-75.1672837,2.5,16,"Restaurants, Fast Food",1,22
dChRGpit9fM_kZK5pafNyA,The Love,130 S 18th St,39.9506555,-75.1708991,4.0,618,"Restaurants, American (New), Breakfast & Brunch, Burgers",2,570
QWqKTWQ2OiDgo3dzNkpung,Jong Ka Jib,6600 N 5th St,40.0520643,-75.1273939,4.5,351,"Korean, Restaurants",2,1293
7mpYTDb24SywNMRn3yeakQ,The Twisted Tail,509 S 2nd St,39.9418766,-75.1451988,4.0,604,"Event Planning & Services, Whiskey Bars, American (New), American (Traditional), Venues & Event Spaces, Bars, Nightlife, Restaurants",2,1622
5iuo1kvv0XZMS0bUOoLz2Q,Bistro St. Tropez,"2400 Market St, Ste 427",39.9535919923,-75.1794226902,3.5,163,"Restaurants, French",2,249
bchZXVE4feVx4Q5rhIRCGg,NY Bagel Cafe & Deli,"4514 B City Line Ave, Ste 220",40.0027825,-75.2222705,3.0,52,"Restaurants, Food, Bagels, Breakfast & Brunch, Coffee & Tea, Sandwiches, Delis, American (New)",1,42
ngvE1G9IckUO-ljZBFo23w,Mumbai Bistro,930 Locust St,39.947207,-75.1572515,4.0,217,"Indian, Restaurants",1,248
46_2e1hnQ4csLrYnhn6bkw,Whetstone Tavern,700 S 5th St,39.9408715785,-75.1510468125,4.0,166,"Restaurants, Cocktail Bars, American (New), Desserts, American (Traditional), Nightlife, Bars, Food",2,243
TGfPJHImEq6AQL9a1laxlg,Chick-fil-A,9711 Roosevelt Blvd,40.08178,-75.0267907,4.0,80,"Event Planning & Services, American (Traditional), Restaurants, Food, Caterers, Fast Food, Chicken Shop, Breakfast & Brunch",1,265
CPgWuWGZ4v2sZr5_-1kluw,Checkers,1208 N. Broad,39.9719414,-75.159771,2.0,21,"Restaurants, Fast Food, Burgers",1,45
VCkSUsdL5P0p16DAPxVROA,NY Bagel & Deli Shop,1120 Buttonwood St,39.960811,-75.1573883,4.0,31,"Bagels, Food, Breakfast & Brunch, Coffee & Tea, Restaurants, Burgers, Delis",,17
PW5eZM5RAQEhy3wgovChhQ,Cafe Victoria's,325 N 12th St,39.958422,-75.158257,3.0,29,"Food, Cafes, Restaurants, Coffee & Tea, Breakfast & Brunch",1,25
yFqq66GxRjnhZXPgjA6hnw,KFC,716 Adams Ave,40.031578,-75.104787,2.0,7,"Restaurants, Chicken Shop, Fast Food, Chicken Wings",1,10
kGjpBqAqG4mIuFSgU2KKEA,The Royal Indian Cuisine,272 S 20th St,39.948365,-75.1744997,4.0,28,"Restaurants, Indian",,8
kLSEk3qXY1KdtFjxHJ9pww,McDonald's,501 Franklin Mill Cir,40.0884161,-74.9650112,1.5,20,"Restaurants, Fast Food, Food, Coffee & Tea, Burgers",1,43
kfGz2E7Y5FLXJyiKbQYfZg,The Irish Times,629 S 2nd St,39.9403745,-75.1456109,3.5,44,"Nightlife, Bars, Beer, Wine & Spirits, Pubs, Irish, Food, Restaurants",2,329
PdMXmOWDRHICAx6SLgu1dQ,24,2401 Walnut St,39.9515211,-75.1798731,3.5,111,"Italian, Bars, Restaurants, Nightlife, Wine Bars, Breakfast & Brunch",2,155
JomDoQafikclSVVCPkWjnA,Cedar Park Cafe,4914 Baltimore Ave,39.94796,-75.22198,4.0,301,"Diners, Restaurants, Sandwiches, Breakfast & Brunch, Vegetarian",1,530
kq5Ghhh14r-eCxlVmlyd8w,The Coventry Deli,2000 Market St,39.953291,-75.173645,4.0,65,"Restaurants, Delis, Salad, Sandwiches",1,240
MYoRNLb5chwjQe3c_k37Gg,Sean Thorntons Public House,2401 E Allegheny Ave,39.988107,-75.105553,3.5,6,"Food, Nightlife, Restaurants, Irish Pub, Bars, Irish, Pubs, Beer, Wine & Spirits, Event Planning & Services, Gastropubs, Caterers",1,9
pP4q0Mym-qt20nRqTKbzhQ,Morton's The Steakhouse,1411 Walnut St,39.949603,-75.1649701595,3.5,149,"Steakhouses, Restaurants, Nightlife, Seafood, Bars, American (Traditional)",4,189
y1HgVnt4K5owmYXC5yXLGg,Flambo Caribbean Restaurant,820 N Broad St,39.9686973,-75.1606146,4.5,138,"Trinidadian, Caribbean, Restaurants, Seafood",2,106
RrqRin8BYGrTlJbCDwtLzA,Wawa,3744 Spruce St,39.9510885597,-75.1989988336,3.5,50,"Delis, Gas Stations, Food, Convenience Stores, Restaurants, Automotive, Coffee & Tea, Sandwiches",1,343
IgNDlyLERBwFGphgcC5VDQ,Cosi,1128 Walnut St,39.9487514826,-75.1604487143,2.5,63,"Sandwiches, Vegetarian, Pizza, Food, Coffee & Tea, Delis, Restaurants, American (New)",1,412
L_sXNadtVHjxMw7Yhvkj9Q,Naoki Ramen,915 Race St,39.955454,-75.1549,4.0,92,"Ramen, Restaurants, Japanese",2,127
HuDNHqKv9n1mWpe4BqCnwA,Minas Pizza,6151 Ridge Ave,40.0352350987,-75.2167929785,3.0,54,"Restaurants, Pizza",1,16
BxR5hjyBnJZrm_nnaCtGQw,The Lunar Inn,3124 Richmond St,39.9822933,-75.1031599,4.5,29,"Bars, Food, Restaurants, Beer, Wine & Spirits, American (Traditional), Nightlife",2,14
4TQMOy00KD_54xSFwKgMZw,Ndulge,4373 Main St,40.025842293,-75.2243893677,3.5,15,"Restaurants, Thai, Food, Cafes, Cupcakes",2,11
NQSnr4RPUScss607oxOaqw,Chase's Hop Shop,7235 Rising Sun Ave,40.0603863,-75.0845897,4.5,116,"Chicken Wings, Nightlife, Bars, Delis, Food, Beer Gardens, Sandwiches, Beer Bar, Restaurants, Beer, Wine & Spirits, Gastropubs",1,94
V6Om7YZhlRQRU7WfuxHq8Q,Beck's Cajun Cafe,51 N 12th St,39.9533224742,-75.1590000821,4.0,485,"Restaurants, Cajun/Creole",1,1123
DOl21AqtT74dUZ3kvXNNcA,Golden Triangle,610 S 5th St,39.9415201345,-75.1509702725,4.5,159,"Restaurants, Malaysian, Burmese, Asian Fusion, Thai",2,146
I4TFiNX5gTsJBnEGH2Tl8Q,Benna's West,1444 S Broad St,39.931855,-75.168473,3.5,47,"Juice Bars & Smoothies, Sandwiches, Food, Restaurants, Coffee & Tea",1,73
PvT44WlqJLkUrCITo6AjRA,Breakfast Boutique Chestnut Hill,8630 Germantown Ave,40.0771492176,-75.2087070076,3.0,151,"Breakfast & Brunch, Restaurants",2,38
N1ZXhAVzOzbyCBPEXTaUUw,Tandoor Authentic Indian Restaurant,106 S 40th St,39.9551144,-75.202451,3.5,148,"Food Delivery Services, Halal, Food, Restaurants, Buffets, Pakistani, Indian",2,225
nBr6NgqcZz1GhtAngU0RSQ,Forin Cafe,"2041 Coral St, Ste 2",39.9813471541,-75.1322471288,4.5,10,"Shopping, Restaurants, Cafes, Fashion",,8
y44MbCvvtmg1FpkNGSWisw,Tony's Luke,8500 Essington Ave,39.8773236045,-75.2436721818,2.5,172,"Cheesesteaks, Restaurants",2,372
xb-qtXVZ7xFr51Se5fAZjg,Saige Café,"1001 N 2nd St, Ste 9",39.9667910353,-75.1400172338,3.0,14,"Sandwiches, Breakfast & Brunch, Coffee & Tea, Food, Restaurants, Cafes, Juice Bars & Smoothies",,11
LSdg7x7HhUdvYUevvYVHjQ,Sunoco,3200 Richmond St,39.983319,-75.101136,2.5,8,"Restaurants, Delis, Sandwiches",1,23
U30ggGzFpXvc2NZYwOW3qg,Mood Cafe,4618 Baltimore Ave,39.9486639126,-75.2158315415,4.5,458,"Cafes, Pakistani, Juice Bars & Smoothies, Restaurants, Ice Cream & Frozen Yogurt, Halal, Indian, Coffee & Tea, Food",1,662
dE_MaaYrXBAEebtH2u_B-w,Wilson's Market,1337 W Olney Ave,40.0390528,-75.1438169,3.5,13,"Specialty Food, Meat Shops, Sandwiches, Food, Restaurants, Delis, Grocery",1,4
68ThEdiK0eWCEgGEmV9Tng,Southgate,1801 Lombard St,39.9455687,-75.1717901,4.0,323,"Breakfast & Brunch, American (Traditional), Korean, Restaurants, Gastropubs, Nightlife, Bars, Cocktail Bars",2,565
USyJiGIvZ8fHjRVaVTu1Zw,Tony Jr's,118 S 18th St,39.951157,-75.170714,3.0,71,"Restaurants, Sandwiches, Cheesesteaks",1,95
cEG1r9aRMJwmRQVkh7eiJg,Falls Deli,3492 Tilden St,40.0128847,-75.1901845,4.5,31,"Bagels, Food, Sandwiches, Delis, Breakfast & Brunch, Restaurants, Event Planning & Services, Caterers",,2
TttFjRQ-8Iz8by4hsD7iOQ,Angelina's,743 S 8th St,39.940221217,-75.1557966694,4.5,49,"Restaurants, Italian",3,5
aurl4I40YVQfQ8loOdgKCg,Crown Fried Chicken,933 N Broad St,39.971145,-75.15902,3.5,11,"Chicken Wings, Restaurants, Fast Food",1,17
di5ihAL9VWoctHelY8kLTQ,Gigi and Big R,38th and Spruce,39.9512903,-75.1992768,4.0,81,"Restaurants, Food, Caribbean, Food Trucks",2,83
Pb5agnsD9EdCl6yuZp2jJA,O Sole Mio,250 Catharine St,39.9378287,-75.1482632,4.5,85,"Food, Seafood, Sardinian, Gelato, Restaurants, Pizza, Italian",,61
Bw0cpnfI-Y9QmjWzqS-oFg,Izumi,1601 E Passyunk Ave,39.929738,-75.1633963,4.0,219,"Restaurants, Sushi Bars, Desserts, Food, Japanese",2,333
1w1H1kYUN60zpfdP-0qmGQ,Machismo Burrito Bar,8500 Henry Ave,40.0626011,-75.2372078,3.0,30,"Restaurants, Mexican",1,65
3VKE0_-KhU_qMYHxcyVcDg,Just To Serve You Too,5132 N 5th St,40.029648,-75.1322934,3.0,68,"Seafood, Restaurants, Soul Food, Southern",2,26
kgMEBZG6rjkGeFzPaIM4MQ,McDonald's,914 S Broad St,39.9394402,-75.1668049,2.0,55,"Fast Food, Food, Restaurants, Coffee & Tea, Burgers",1,83
fKDV_dlDhXd7P5kZi97Kng,The Spot,272 S 20th St,39.9483749,-75.1744886,3.0,80,"Breakfast & Brunch, Pizza, Greek, Restaurants, Food",1,55
XgLrkmIqIrD_pl67lAovEQ,The Bourse,111 S Independence Mall E,39.9498192516,-75.1486551501,2.0,35,"Food Court, Shopping, Shopping Centers, IT Services & Computer Repair, Local Services, Souvenir Shops, Restaurants",2,286
_IYHl6J9iB3lbeJq27pbsg,Taqueria La Hacienda,4715 N Front St,40.02202,-75.1240606,3.5,10,"Latin American, Restaurants",1,11
Ryt1Fhgz7sixMQSJiLyP_g,Zocalo,3600 Lancaster Ave,39.9584222,-75.1938661,2.5,59,"Restaurants, Mexican",2,45
B6qHZCAs7Nka-1zdjCzAIQ,Butter's Soul Food,2730 W Girard Ave,39.9741307,-75.1815903,3.0,77,"Food, Caterers, Event Planning & Services, Restaurants, Soul Food",2,49
KAZ2Z3831eb5lHtUDKa8kA,Saladworks,"2955 Market St, Ste 221",39.9557501,-75.1819889,3.5,8,"Salad, Restaurants, American (Traditional), Food, Sandwiches, Do-It-Yourself Food, Soup, Vegetarian, American (New)",1,21
cLlBDZxYJ1dt1JgMuZnXew,Olly,700 S 5th St,39.9408776,-75.1511064,4.0,51,"Pizza, Food, Bagels, Sandwiches, Comfort Food, Breakfast & Brunch, Burgers, American (New), Nightlife, Bars, Wine Bars, Restaurants",,37
V5KiEoH4E86GA2S3RQkf1g,Spice Grill,3447-61 Richmond St,39.9862724,-75.094699,3.5,12,"Restaurants, Chinese, Asian Fusion",1,8
MMRRS6YhVRx_iN5-JhMRYg,Han Dynasty,3711 Market St,39.9567105161,-75.1971027811,4.0,783,"Restaurants, Chinese, Szechuan",2,2279
icp_IKE9zIkAqAucyS1vTA,Hakka Beef House,927 Race St,39.9554945,-75.1552563,4.5,33,"Restaurants, Chinese",2,65
f8xDi3rajxvIqS73N93Afw,Guavaberry Foods & Drinks ,776 S 4th St,39.938371,-75.1501031,4.0,13,"Delis, Convenience Stores, Restaurants, Cafes, Food",2,27
A0F-h3xJm_6gHDKcDQwSrQ,Capogiro Gelato,3925 Walnut St,39.9541715545,-75.2013800841,4.0,252,"Pizza, Restaurants, Gelato, Coffee & Tea, Ice Cream & Frozen Yogurt, Food",2,808
SPWyzJPFP2TT7x0BsqaBqQ,Chenango Restaurant & Bar,1031 Germantown Ave,39.9664073,-75.1386733,2.0,10,"Barbeque, Bars, Nightlife, Restaurants",,8
Knt2mnsG15akKb9cjSiuxw,John's Seafood,1326 W Girard Ave,39.9709958,-75.1581617,3.0,9,"Restaurants, Seafood",1,7
ugSVRAKO6mxvsrElFg8USw,México Lindo,700 Moore St,39.926402,-75.1575374,4.5,73,"Mexican, Restaurants",1,66
mpVZG520RL-K1YeQi55ZPg,The Blarney Stone,3929 Sansom St,39.9548253,-75.2009783,3.5,46,"Burgers, American (Traditional), Karaoke, Pubs, Restaurants, Nightlife, Bars",1,126
duf2PORLOL6it1dTGhSnKA,Junes Breakfast,6227 Lancaster Ave,39.9850064107,-75.246888042,2.5,20,"Breakfast & Brunch, Restaurants, Coffee & Tea, Food, Sandwiches, American (New)",1,68
bKppmYKQ_-9cpp2yziB-Qw,Lincoln Chicken Pizza And Grill,2614 W Girard Ave,39.9738754,-75.1794242,2.5,20,"Cheesesteaks, Chicken Wings, Restaurants, Pizza",1,11
K8b2MQ5Az59-nzvqUfjJEQ,The Farm and Fisherman,1120 Pine St,39.944935,-75.1606759,4.0,234,"American (New), Restaurants",3,198
s55Hw6gHhQzZctinFhPu-g,Urban Eatery,3400 Lancaster Ave,39.9570681,-75.1916189,2.0,9,"Restaurants, Food Court",,3
n6dw_zxL_4cVO6EP_m0joQ,Dragon House,1228 Chestnut St,39.9503586,-75.1615836,4.0,5,"Restaurants, Chinese",,2
agTcS5LYZJe4gNiXK6nNkw,Buca D’Oro ,711 Locust St,39.9470772078,-75.1541655511,4.0,5,"Italian, Restaurants",,1
Zk_GdMMPgEfKUECCxAxvwQ,Pho Nam Giang,427 Franklin Mills Cir,40.0860776,-74.9648083509,4.5,23,"Chinese, Restaurants, Vietnamese, Asian Fusion",2,10
PxEiXqMAzzvp8GFlb5EoLg,Grain Exchange,7152 Germantown Ave,40.059508,-75.190838,3.5,239,"Restaurants, American (New), Nightlife, American (Traditional), Pubs, Southern, Bars, Gastropubs",2,299
w0zKpH49tW6Y-b6ZJzKMFw,Chuck's Alibi,7301 Oxford Ave,40.061417,-75.0833451,2.0,76,"Food, Restaurants, Seafood",2,91
eqNutOMnPqKa9QDAY6KfEw,J'aime French Bakery,212 S 12th St,39.948081,-75.1608093,4.5,310,"Food, Juice Bars & Smoothies, Coffee & Tea, Restaurants, Bakeries, Cafes",2,314
sfbg2kxnvKpmlIuCUas5TA,Lucky Wok Restaurant,5431 N 5th St,40.0342865,-75.1307075,2.5,6,"Restaurants, Chinese",1,4
8cLbpSZOHnmzxzDNSBGQCA,About BBQ,933 Race Sreet,39.9554168697,-75.1554945434,4.0,14,"Barbeque, Restaurants",,15
CB7nXPd5h_YLzcgfDo2DCg,Mike's Breakfast,"6201 N Front St, Ste 16",40.045729,-75.11891,3.0,15,"Restaurants, Breakfast & Brunch",1,11
7lwe7n-Yc-V9E_HfLAeylg,Pub & Kitchen,1946 Lombard St,39.9456566,-75.1747733,3.5,615,"Restaurants, Pubs, Food, Bars, American (New), Nightlife",2,1662
o4_cgIKWgvJ09TZeSzARmg,Quality Pizza,6438 Rising Sun Ave,40.0509209,-75.094581,3.0,19,"Restaurants, Pizza",2,10
5m3ND7lNNd6zo-bNQGoXhQ,Three 12 Sport Bar and Lounge,312 Market St,39.9499452,-75.146352,2.5,33,"Lounges, Sports Bars, Bars, Cocktail Bars, Nightlife, Restaurants, American (Traditional)",2,31
IDGg4Ax0iMYBtSKRP0tBbg,Germantown Pizza,1517 N 4th St,39.9742039,-75.1420764,3.0,20,"Pizza, Restaurants, Italian, Desserts, Food",1,7
7J81xJFlMM244_f05k2egw,Hammerheads Bar & Grille,3517 Cottman Ave,40.0374692,-75.0417837,2.5,15,"Dive Bars, Restaurants, American (Traditional), Nightlife, Bars",1,31
oBhJuukGRqPVvYBfTkhuZA,Square 1682,121 S 17th St,39.9508011,-75.1686108,3.5,385,"American (New), Breakfast & Brunch, Bars, Nightlife, Restaurants",2,861
e0aGg7U132XQRup2qa0Ztg,Archway Sandwich Shop,48 N 8th St,39.9528017,-75.1533475,3.0,7,"Delis, Sandwiches, Restaurants, Breakfast & Brunch",1,75
04UD14gamNjLY0IDYVhHJg,Dmitri's,795 S 3rd St,39.9380132,-75.1481307,4.0,273,"Mediterranean, Restaurants, Seafood, Greek",2,290
7sKfrJmjG6unAQeWdQUe2w,Franzone's Pizzeria & Restaurant,114 Levering St,40.026465,-75.2244958,3.5,110,"Pizza, Restaurants",1,28
14ZGwnDyydXdSBsLXpSUrA,Vientiane Café,4728 Baltimore Ave,39.9483087,-75.2178905,4.0,304,"Vietnamese, Restaurants, Food, Thai, Coffee & Tea, Laotian",2,514
4NjPz9bJzll1FMIi2bw8HA,Sonam,223 South St,39.9412971,-75.1466064,4.5,9,"Tapas Bars, Restaurants",2,0
AY1SyySRyTnBwBdf7qfGxQ,Citi Market place,1318 Walnut St,39.9489105,-75.1630155,4.5,86,"Grocery, Vegan, Food, Vegetarian, Convenience Stores, Restaurants",2,143
9XpU6r6ATXSWYfbU7kibaQ,Passero's Coffee Roasters,1601 John F Kennedy Blvd,39.9542012,-75.1674658,4.5,91,"Coffee & Tea, Restaurants, Food, Coffee Roasteries, Sandwiches",1,269
cz0sBSp8G2R2dqE6cccbuw,Wit or Witout Cheesesteaks,7352 Frankford Ave,40.0378039,-75.0387664,2.5,37,"Restaurants, Cheesesteaks, Sandwiches",1,85
Lro-qULT-oa4Oz36p1yTwA,Johnny G's Pizza,7315 Oxford Ave,40.0618893,-75.0832513,3.0,11,"Restaurants, Pizza",2,5
Yl4Am6NhqWo_YMmo1SyU5A,Domino's Pizza,5754 Baltimore Ave,39.9453395,-75.238934,2.0,5,"Restaurants, Pizza",,0
ld1b8y_PHH6Mn_e7T0u04g,Gachi Sushi and Noodle,"8500 Essington Ave, A West Terminal",39.8946117,-75.2292952,4.0,95,"Noodles, Japanese, Restaurants, Sushi Bars",2,94
aZNiVR6oAMQX5__yGPvYsg,Susanna Foo Chinese Cuisine,1512 Walnut St,39.9493255,-75.1667043,3.5,26,"Chinese, Restaurants",3,0
WxFfnTx_VAT_ORvqHAfYNw,My Blue Heaven,2762 E Pacific St,39.9883288,-75.0912665,3.0,6,"Restaurants, Nightlife, American (Traditional), Bars",2,10
ejRuEF2j8_w5qQbwEQ8GfQ,Villagio Pizza Cafe,2533 Clearfield St,39.9851818,-75.1067498,3.0,47,"Pizza, Breakfast & Brunch, Restaurants",1,24
zVmW-ohNzhOPiBIeUPL62g,Goody's Pizza,6237 Frankford Ave,40.0274889,-75.0611831,2.0,25,"Restaurants, Pizza",1,6
MGNAYydr7SxPMDgFlnZ7sg,Little Caesars Pizza,200 W Oregon Ave,39.9139475,-75.1520299,3.0,10,"Restaurants, Pizza",1,9
oFMpfE5J6f0ATRmsVXrFSg,Papa Sam,6398 Castor Ave,40.0394759,-75.0778205,3.0,6,"Pizza, Restaurants",1,7
tCLAeZsjXFG9RumJ4Hn0Kw,Maru Global,255 S 10th St,39.9467949,-75.1577025,3.5,72,"Restaurants, Japanese",1,64
T8lxi3V2avTVXCanVkAFNg,Pizza Hut,"2715 S Front St, Ste 9",39.9130548,-75.149704,1.5,25,"Italian, Chicken Wings, Restaurants, Pizza",1,18
fr2qDm_mY1afIGMvqsKUCg,George's Wings,3818 Morrell Ave,40.0643044322,-74.9868814021,3.5,50,"American (Traditional), Fast Food, Restaurants, Chicken Wings, Food, Seafood, Sandwiches, Wraps, Burgers",1,58
GOSVLhjUT6TnrPhkkmDOpw,Vineyards Cafe,847 N 16th St,39.969939,-75.163026,4.5,192,"Coffee & Tea, Cafes, Food, Creperies, Internet Cafes, Restaurants, Breakfast & Brunch",1,218
kOHcpCZQd4uNp6G2uE8o2A,PrimoHoagies,1528 W Ritner St,39.9209271,-75.1733058,4.0,43,"Delis, Restaurants, Italian, Local Flavor, Sandwiches",1,60
ELJcgId3RiCADVIT5QbUTA,Hyon's Seafood,1320 S 21st St,39.9350405,-75.179381,3.5,5,"Restaurants, Seafood",,4
h85b3MFPWyaopMBy8DpBpA,Ron's Caribbean Cuisine,5726 N Broad St,40.0407573,-75.1448014,4.0,142,"Restaurants, Food, Ethnic Food, Cafes, Caribbean, Specialty Food",2,118
w9hS5x1F52Id-G1KTrAOZg,Wiz Kid,124 S 19th St,39.9509958568,-75.1723086834,4.5,163,"Vegan, Restaurants, Fast Food, Cheesesteaks",2,183
_tADqh3OmH6CzGJWKkru3g,Latin Flavor,627 South St,39.9422752,-75.1532337,4.5,10,"Latin American, Caribbean, Cuban, Restaurants",2,15
5Eq-hxUIIjZTHFnpZJhgQQ,Tom's Corner Grill & Pizza,7375 Crabtree St,40.0406177,-75.0438084,3.5,11,"Restaurants, Pizza",1,15
c8rjE6NcfeyzLB_aU1GdMA,Sláinte Pub & Grill,3000 Market St,39.954815805,-75.1836068183,3.5,139,"Nightlife, Bars, Restaurants, Irish, Pubs",2,427
mCo2uVTTGYrEhRrkQW-CMw,Empress Garden,108 N 10th St,39.9539403,-75.1563093,4.0,263,"Taiwanese, Chinese, Noodles, Restaurants",2,575
-LmhsdQproqCf5EQoD06rQ,The Fat ChickeN,2355 S Bucknell St,39.9227051442,-75.1861358061,4.5,10,"Japanese, Chicken Wings, Fast Food, Restaurants",,4
ydIiHK4TE_wd7gAyifNUAQ,Chinese Restaurant,104 N 10th St,39.9538392,-75.1563293,4.5,27,"Restaurants, Chinese",1,57
afsP-p_pr4ikrboB5MtUzQ,Los Compadres,3300 Market St,39.9553865,-75.1910637,4.0,12,"Mexican, Italian, Food Trucks, Restaurants, Food",1,20
7MaaaorooHRAqkQXcTqmrg,Nannie Francos Pizza,2141 S 11th St,39.922527,-75.1644732,3.0,13,"Pizza, Restaurants",2,0
tVxL-Ygzwp8NMuxwvNmWRA,Los Potrillos,4200 G St.,40.0123759,-75.1124633,4.0,17,"American (Traditional), Spanish, Restaurants, Food Trucks, Mexican, Food",,4
H3yoQNhw-AfdLIwScR1zXg,Divino Wine Bar,267 S 19th St,39.9482333,-75.1726372,3.5,10,"Italian, Wine Bars, Restaurants, Bars, Nightlife, Pizza",2,0
rVfe1LHo55A2fworkm_jVw,Capofitto,233 Chestnut St,39.9485775068,-75.1450225711,4.5,205,"Bars, Gelato, Breakfast & Brunch, Italian, Food, Nightlife, Restaurants, Pizza",2,411
O6hY9yenifuRXrpc4TfgsQ,The Blue Duck,2859 Holme Ave,40.0571673033,-75.0304835714,4.0,495,"Restaurants, American (New), Burgers, Breakfast & Brunch, Sandwiches",2,506
-V0vIgo6196MDn_x3ZaYmA,La Creperie Cafe,1722 Sansom St,39.9506242,-75.1697297,3.5,146,"Restaurants, Cafes, Creperies",2,130
ZMJz4ekxrcZdhBcnK4B_6g,Kurry Shack,2015 E Moyamensing Ave,39.9229257,-75.1525267,3.5,29,"Vegetarian, Specialty Food, Health Markets, Halal, Indian, Restaurants, Food",,34
UaovDcnP0QzsmGf6vXvg9w,Rocchino's,239 Chestnut St,39.948818,-75.1456539,3.0,20,"American (New), Italian, Restaurants",3,21
x2J-YIFeGZ-nsezzooVA9g,Twenty 21,2005 Market St,39.9541083,-75.1746706,3.0,8,Restaurants,3,0
kLS3Sth5HvO0IjrXCCvXxA,Wawa,19th St & Market St,39.953351,-75.172624,2.5,45,"Food, Automotive, Convenience Stores, Coffee & Tea, Gas Stations, Sandwiches, Restaurants",1,196
sdWuLh-auc0nC2Jy6_26AQ,The Black Sheep Pub & Restaurant,247 S 17th St,39.9484223,-75.1692901,3.5,339,"Bars, Pubs, Irish Pub, Nightlife, Sports Bars, Restaurants, American (New)",2,979
jFmS7S0kU5ZQHSm4jqymQw,Vegetate,3210 Chestnut St,39.9539284,-75.1886632,3.0,19,"Sandwiches, American (New), Vegetarian, Vegan, Breakfast & Brunch, Restaurants",1,13
AtYDSsVOZT8DLWCcTBqZmQ,Hunnies Crispy Chicken,223 S Sydenham St,39.9491591674,-75.1671322221,2.0,5,"Restaurants, Chicken Shop, American (Traditional)",,0
